128	1192
229	1182
152	1205
41	1269
31	1238
96	1225
119	1254
146	1153
156	1223
58	1263
50	1254
131	1228
116	1242
147	1181
49	1206
101	1220
230	1173
85	1246
99	1242
50	1259
200	1153
85	1270
112	1188
171	1156
125	1249
8	1272
211	1158
131	1189
75	1237
187	1158
61	1236
163	1175
138	1220
122	1158
127	1254
67	1228
87	1253
84	1220
122	1190
39	1264
96	1223
43	1267
121	1235
75	1250
223	1162
152	1225
124	1200
247	1175
163	1223
0	1275
147	1175
148	1198
206	1143
94	1231
209	1141
88	1226
69	1218
104	1164
158	1208
235	1170
139	1203
151	1222
102	1223
91	1217
66	1248
25	1231
111	1246
78	1263
127	1178
209	1140
81	1247
129	1214
82	1207
228	1165
161	1151
83	1255
138	1174
198	1137
105	1205
164	1156
148	1221
153	1159
198	1143
47	1252
63	1247
118	1161
45	1224
147	1190
160	1187
227	1172
96	1233
168	1163
88	1268
70	1264
145	1197
158	1219
103	1236
98	1257
165	1182
92	1215
146	1208
138	1209
170	1169
131	1157
84	1263
170	1157
93	1204
144	1161
19	1255
244	1174
93	1210
113	1224
87	1244
111	1165
77	1222
114	1182
59	1249
144	1165
75	1239
61	1199
139	1221
128	1205
178	1149
131	1221
53	1243
131	1209
110	1229
72	1266
153	1149
4	1272
196	1152
182	1143
121	1237
124	1175
228	1172
150	1199
194	1148
122	1223
98	1260
115	1226
100	1222
23	1241
55	1254
76	1231
148	1224
165	1220
91	1265
151	1184
46	1242
113	1166
97	1170
167	1160
76	1254
127	1168
135	1181
177	1143
146	1157
111	1243
82	1266
239	1175
205	1138
158	1180
211	1157
149	1181
119	1228
15	1257
207	1146
214	1148
218	1140
157	1155
136	1176
62	1268
180	1143
205	1144
35	1270
86	1214
152	1226
132	1228
217	1156
177	1156
72	1238
101	1241
125	1192
61	1251
137	1211
93	1234
128	1193
181	1160
214	1153
149	1194
121	1239
157	1208
164	1166
133	1153
147	1209
84	1214
155	1191
40	1223
192	1145
95	1242
93	1224
73	1225
66	1262
125	1218
157	1148
159	1169
118	1225
115	1165
37	1234
136	1234
125	1210
123	1159
172	1162
149	1156
7	1279
137	1154
97	1237
133	1252
159	1142
172	1160
195	1152
31	1231
150	1188
149	1205
186	1145
238	1154
157	1191
156	1212
157	1197
134	1191
230	1160
74	1260
87	1246
101	1222
100	1183
218	1154
61	1265
148	1202
120	1185
155	1199
112	1176
122	1205
54	1242
108	1235
151	1175
56	1202
40	1257
159	1205
141	1234
134	1154
108	1248
248	1182
116	1198
132	1154
213	1142
139	1209
125	1238
150	1205
212	1145
226	1159
121	1233
56	1245
156	1168
139	1244
248	1166
110	1249
163	1149
78	1262
83	1237
115	1193
104	1218
41	1261
138	1222
55	1261
148	1158
97	1220
62	1263
224	1165
126	1205
171	1146
165	1143
129	1183
116	1175
205	1136
51	1258
119	1174
20	1250
54	1250
53	1259
100	1235
197	1151
73	1227
106	1187
154	1168
224	1155
173	1168
145	1195
149	1200
118	1212
75	1225
109	1212
107	1215
105	1223
136	1148
117	1238
110	1168
47	1242
116	1195
102	1235
134	1185
115	1185
110	1223
147	1161
203	1145
71	1266
151	1159
225	1169
61	1239
101	1248
183	1151
33	1268
89	1218
103	1199
112	1216
28	1233
235	1181
67	1252
165	1145
205	1150
241	1173
162	1152
173	1142
36	1263
166	1147
254	1183
100	1197
93	1220
183	1141
104	1179
99	1173
220	1161
160	1169
248	1176
169	1144
63	1235
243	1184
125	1250
107	1218
9	1276
108	1222
139	1228
229	1178
251	1180
154	1201
71	1231
121	1165
162	1163
106	1170
16	1252
157	1176
134	1157
240	1180
104	1230
57	1263
56	1244
94	1222
66	1263
23	1276
114	1198
112	1223
65	1235
119	1160
119	1244
74	1249
131	1186
157	1223
97	1185
73	1258
154	1213
63	1269
188	1152
138	1214
156	1158
116	1246
96	1248
53	1265
138	1197
88	1252
102	1254
48	1210
128	1186
119	1203
241	1165
96	1213
142	1161
142	1217

